,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
22,4118 27TH RD N,"Attached Master Bathroom, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Closet - Master Bedroom Walk-in, Fireplace Glass Doors, Fireplace Mantel(s), Home Warranty, Master Bedroom - Full Bathroom, Shades / Blinds, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors, Master Bathroom - Separate Tub, Master Bathroom - Separate Shower, Tub - Soaking, Vanities - Double, Crown Molding, Countertop(s) - Corian, Countertop(s) - Granite","Dishwasher, Disposal, Dryer, Microwave, Oven - Wall, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2015.0,Yes,3,3,0,4,ARLINGTON,2017-02-10,950000.0,2017-01-10,ARLINGTON,8340.76,Annually,229,229,1,False,Forced Air,False,Natural Gas,258500.0,Annually,Floor Plan-Traditional,590000.0,Annually,2,2016-04-16,929000.0,929000.0,Excl. Right,-77.11288,AR9629124,995000.0,Fee Simple,"Drvwy/Off Str, Garage",Residential,"Schedule showings online through showingtime. Check Status in MRIS, ACTIVE = AVAILABLE.  Check Documents section for disclosures. Please send all offers to offers@isoldwithandrea.com. Offer worksheet, copy EMD check, and pre-approval/proof of funds MUST be included with offer. Seller's Home Warranty will convey to buyer at closing (fill in $400 with Select Home Warranty).",All Days,27TH,4118.0,Split Foyer,05-001-027,848500,0,1,2349,8451.06,3,Detached,1965,5116.0,22207
23,412 GARFIELD ST N,"Automatic Garage Door Opener, Chair Railing, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Mantel(s), Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Master Bathroom - Separate Shower, Shades / Blinds, Tub - Soaking, Wall to Wall Carpeting, Wood Floors, Whirlpool Jets","Cooktop, Dishwasher, Disposal, Dryer, Microwave, Icemaker, Exhaust Fan, Refrigerator, Washer, Oven - Self Cleaning, Oven - Double, Oven - Wall",,No,5,5,0,7,ARLINGTON,2017-03-31,1735000.0,2017-01-23,ARLINGTON,,,262,262,1,False,Forced Air,False,Natural Gas,,,,,,3,2016-05-06,1888000.0,1888000.0,Excl. Right,-77.09321,AR9631923,2000000.0,Fee Simple,Garage,Residential,"Exotic-European Flair & Noble Ambiance! Luxury X 1000 in this Dramatically-Designed, Uniquely-Remodeled, & Truly Stunning Home 1/2-mile to the Clarendon Metro and situated Gracefully across from THE LYON PARK*Wide-Plank HDWDs, Bluestone, or Marble Floors throughout most of home* Master Bdrm closets so big you may hear echoes! Richly appointed Arts & Crafts style Home. MUST-SEE HOME VIDEO TOUR!",,GARFIELD,412.0,Colonial,18-049-013,0,0,0,5750,,2,Detached,2005,1610.0,22201
24,1319 S. QUINN,,"ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Microwave, Instant Hot Water, Oven / Range - Gas",,No,4,3,1,3,ARLINGTON,2017-02-27,877015.0,2016-05-19,ARLINGTON,,,11,11,0,False,ENERGY STAR Heating System,True,"Instant Hot Water, Tankless Water Heater",,,Floor Plan-Open,,,4,2016-04-21,829900.0,829900.0,Excl. Agency,-77.07259,AR9634927,819900.0,Fee Simple,"Garage, Garage Door Opener, Paved Driveway",Residential,"Home is currently under construction. End Unit TH w/2 car garage & roof terrace w/brought to you by Craftmark Homes. Conveniently located in the heart of Arlington, this beautiful home is just moments from shopping, dining & exciting retail of both Clarendon & Pentagon Row.  Easy access to Washington, DC!  The opportunity to personally customize is currently available.  Proj delivery late Fall 16.",All Days,S. QUINN,1319.0,Craftsman,0.00,0,0,0,2580,,1,Townhouse,2016,,22204
25,900 TAYLOR ST #1527,"Master Bedroom - Full Bathroom, Attached Master Bathroom, Home Warranty, Wood Floors","Dishwasher, Disposal, Dryer, Dryer - Front Loading, Exhaust Fan, Microwave, Refrigerator, Stove, Washer",2015.0,No,2,2,0,2,ARLINGTON,2017-04-28,195000.0,2017-04-10,ARLINGTON,1311.32,Annually,350,350,0,False,Central,False,Electric,95000.0,Annually,Floor Plan-Open,38400.0,Annually,1,2016-04-26,240000.0,240000.0,Excl. Right,-77.112836183,AR9639067,270000.0,Condo,Parking Fee,Residential,"Please notice this is a Retirement Community. Agents, your client~s first visit must be accompanied by The Jefferson Sales Office. I will help you sell The Jefferson and would love to work with you! Amenities fee is $3,287.00 + 975.00 for the second person is not optional. Parking, if they have a car, is reserved in the garage and $75/mo.",,TAYLOR,900.0,Traditional,14-051-227,133400,0,0,960,1328.66,2,Hi-Rise 9+ Floors,1992,1890.0,22203
26,1715 13TH ROAD S.,,"ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Microwave, Instant Hot Water, Oven / Range - Gas",,No,5,3,2,3,ARLINGTON,2017-03-28,835970.0,2016-05-25,ARLINGTON,,,19,19,0,False,ENERGY STAR Heating System,True,"Instant Hot Water, Tankless Water Heater",,,Floor Plan-Open,,,4,2016-05-03,809900.0,809900.0,Excl. Agency,-77.07329,AR9646368,809900.0,Fee Simple,"Garage, Garage Door Opener, Paved Driveway",Residential,"Home is currently under construction. 2580 sq foot TH w/2 car garage & roof terrace w/brought to you by Craftmark Homes. Conveniently located in the heart of Arlington, this beautiful home is just moments from shopping, dining & exciting retail of both Clarendon & Pentagon Row.  Easy access to DC!  The opportunity to personally customize is currently available.  Proj delivery is first quarter 17.",All Days,13TH ROAD S.,1715.0,Craftsman,0.00,0,0,0,2580,,1,Townhouse,2016,,22204
27,4366 PERSHING DR #43662,Wood Floors,"Dishwasher, Disposal, Microwave, Refrigerator, Oven / Range - Gas",2015.0,No,1,1,0,2,ARLINGTON,2017-02-17,260000.0,2017-01-29,ARLINGTON,2588.24,Annually,263,263,0,False,Radiator,False,Natural Gas,210900.0,Annually,Floor Plan-Traditional,52400.0,Annually,1,2016-05-11,274900.0,274900.0,Excl. Right,-77.108866364,AR9654407,315000.0,Condo,"Permit Required, Unassigned, Surface",Residential,Please see documents for disclosures & conveyances. Seller prefers Double Eagle Title.,,PERSHING,4366.0,Colonial,20-026-360,263300,0,0,936,2622.47,1,Garden 1-4 Floors,1940,,22203
28,2907 KENSINGTON ST N,"Attic - Finished, Closet - Master Bedroom Walk-in, Crown Molding, Countertop(s) - Recycled Content, Tub - Soaking","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Stove, Washer",,Yes,8,6,2,7,ARLINGTON,2017-03-31,2186500.0,2017-02-04,ARLINGTON,,,263,263,2,False,Forced Air,False,Natural Gas,,,,,,4,2016-05-18,2295000.0,2295000.0,Excl. Right,-77.14562,AR9661083,2295000.0,Fee Simple,Garage,Residential,"Completed in March '17. A frame design on one of Arlington's most premier lots. 4 level home with custom design features. Home will have all the design qualities expected by a luxury buyer. The Lot on a cul de sac quite street is large W/walk out level basement to flagstone patio W/sodded yard. Full wet bar in walkout basement, Butlers pantry, large Trex deck off Marble Chef's kitchen. La Cornue",All Days,KENSINGTON,2907.0,A-Frame,000000,0,0,0,7078,,1,Detached,2016,,22207
29,900 TAYLOR ST #1420,,,2015.0,No,2,2,0,2,ARLINGTON,2017-02-28,249000.0,2016-12-22,ARLINGTON,1586.56,Annually,172,264,0,False,Central,False,Electric,122200.0,Annually,Floor Plan-Open,39200.0,Annually,1,2016-06-02,249999.0,249999.0,Excl. Right,-77.112643064,AR9675673,275000.0,Condo,Parking Fee,Residential,"Monthly Service Fee of $3,170.00 is not optional. Agents your clients first visit must be with the Jefferson Sales Office. I will help you sell ""The Jefferson"" and would love to work with you.  No lock box.",,TAYLOR,900.0,Traditional,14-051-201,161400,0,0,981,1607.54,1,Hi-Rise 9+ Floors,1992,1873.0,22203
30,2804 16TH ST S,"Attached Master Bathroom, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Chair Railing, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Mantel(s), Fireplace Glass Doors, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Vanities - Double, Washer / Dryer Hookup, Wet Bar / Bar, Wood Floors","Cooktop, Dishwasher, Disposal, Freezer, Icemaker, Microwave, Oven - Double, Oven - Self Cleaning, Range Hood, Refrigerator, Stove, Water Dispenser, Water Heater",2017.0,No,5,4,1,5,ARLINGTON,2017-05-09,1100000.0,2017-04-07,ARLINGTON,,,311,311,1,False,"Central, Forced Air, Programmable Thermostat, Hot Water, ENERGY STAR Heating System",False,Electric,865300.0,Annually,,405000.0,Annually,3,2016-06-02,1199900.0,1199900.0,Excl. Right,-77.08476999999999,AR9675667,1300000.0,Fee Simple,"Garage, Paved Driveway, Attached, Asphalt Driveway",Residential,"New Construction built by Stanley Martin Custom Homes, completed in November (DOM includes construction). Ready for move-in! Full, 10-year warranties will transfer to buyer. MUST SEE! Seller Very motivated!",All Days,16TH,2804.0,Craftsman,32-001-014,1270300,0,1,4203,,1,Detached,2016,4910.0,22204
31,1713 13TH ROAD S.,,"ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Microwave, Instant Hot Water, Oven / Range - Gas",,No,5,3,2,3,ARLINGTON,2017-04-21,847515.0,2016-09-02,ARLINGTON,,,83,83,0,False,ENERGY STAR Heating System,True,"Instant Hot Water, Tankless Water Heater",,,Floor Plan-Open,,,4,2016-05-26,809900.0,809900.0,Excl. Agency,-77.07323000000001,AR9669032,809900.0,Fee Simple,Garage,Residential,"New construction TH Community brought to you by Craftmark Homes. Conveniently located in the heart of Arlington, moments from shopping, dining & exciting retail of both Clarendon & Pentagon Row. Easy access to Pentago Metro & DC!  Features include a 2 car garage, stunning kitchens w/quartz countertops, energy star rated appliances, gas cooking, roof terrace & so much more!  Delivers 1st Qtr 2017.",All Days,13TH ROAD S.,1713.0,Craftsman,0.00,0,0,0,2580,,1,Townhouse,2017,,22204
32,900 TAYLOR ST #1710,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Drapery Rods, Drapes / Curtains, Elevator, Master Bedroom - Full Bathroom, Washer / Dryer Hookup, Wall to Wall Carpeting",,2015.0,No,1,1,0,1,ARLINGTON,2017-01-27,95000.0,2017-01-16,ARLINGTON,720.54,Annually,74,74,0,False,Central,False,Electric,45900.0,Annually,Floor Plan-Open,27400.0,Annually,1,2016-05-27,115000.0,115000.0,Excl. Right,-77.112584056,AR9670393,115000.0,Condo,"Assigned, Parking Fee, Underground",Residential,Agents your client's first visit must be accompanied by the Jefferson Sales Office. I will help you sell The Jefferson. I would love to work with you!,"Friday, Saturday, Thursday, Wednesday, Tuesday",TAYLOR,900.0,Traditional,14-051-256,73300,0,0,686,730.07,1,Hi-Rise 9+ Floors,1992,1876.0,22203
33,1711 N NELSON ST,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Equipment, High Efficiency Toilet(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Vanities - Double, Washer / Dryer Hookup","ENERGY STAR Dishwasher, ENERGY STAR Freezer, ENERGY STAR Refrigerator",2015.0,No,6,5,1,6,ARLINGTON,2017-06-08,1639418.0,2016-09-01,ARLINGTON,7664.45,Annually,0,0,2,False,Programmable Thermostat,False,Tankless Water Heater,244400.0,Annually,,535300.0,Annually,3,2016-06-07,1569000.0,1569000.0,Excl. Agency,-77.10495,AR9680134,1569000.0,Fee Simple,Garage,Residential,Additional properties available!  Please inquire with showing contact.,,N NELSON,1711.0,Craftsman,06-029-006,779700,0,0,0,7765.81,1,Detached,2016,3626.0,22207
34,3866 TAZEWELL ST N,,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,Yes,3,3,0,3,ARLINGTON,2017-01-31,875000.0,2016-07-10,ARLINGTON,9258.88,Annually,35,35,2,False,Forced Air,False,Natural Gas,334300.0,Annually,,600000.0,Annually,2,2016-06-06,925000.0,925000.0,Excl. Right,-77.1305,AR9678319,995000.0,Fee Simple,"Drvwy/Off Str, Basement Garage",Residential,"Currently tenanted. Showing by appt. only with 24-hr. notice. Updated 2-lvl brick home w/garage on quiet cul-de-sac 1 light from DC. Many upgrades, inc. granite countertops, onyx tile flooring, almost-new HVAC system.  Huge master suite w/ walk-in closet & private deck! Lushly landscaped. Stone patio in backyard. Potential for new owner to renovate MBR walk-in closet back into 4th BR if needed.",,TAZEWELL,3866.0,Raised Rambler,03-067-051,934300,0,0,3848,9258.88,1,Detached,1965,4533.0,22207
35,5719 8TH ST N,"Attached Master Bathroom, Closet - Master Bedroom Walk-in, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Vanities - Double, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Washer, Oven - Double, Stove",2015.0,No,3,3,0,4,ARLINGTON,2017-05-12,1000000.0,2017-04-23,ARLINGTON,8526.54,Annually,317,317,0,False,Forced Air,False,Natural Gas,382400.0,Annually,Floor Plan-Open,485000.0,Annually,4,2016-06-10,999999.0,999999.0,Excl. Right,-77.1311,AR9683681,1100000.0,Fee Simple,Brick Driveway,Residential,"Lovely 4 bedroom 3 bath home w/loft in the coveted North Arlington  Bonair neighborhood.  Natural light, beautiful hardwood floors on main level, spacious living and dining areas. Gourmet kitchen with stainless steel appliances.  Open floor plan. Gorgeous master suite with walk-in closet and Master Bath featuring double sinks and separate tub. walk- out basement, huge 4th floor loft space.",,8TH,5719.0,Craftsman,13-041-059,867400,0,1,4500,8639.3,1,Detached,1930,1021.0,22205
36,4501 ARLINGTON BLVD #219,"Drapes / Curtains, Drapery Rods, Shades / Blinds","Dishwasher, Icemaker, Refrigerator, Oven / Range - Gas, Disposal, Microwave",2015.0,No,2,2,0,2,ARLINGTON,2017-03-24,240000.0,2017-02-12,ARLINGTON,2653.12,Annually,217,217,0,False,Forced Air,False,Electric,231800.0,Annually,Floor Plan-Open,38100.0,Annually,1,2016-06-17,249900.0,249900.0,Excl. Right,-77.10876,AR9690594,265000.0,Condo,Garage,Residential,"Please schedule all showings online with Showingtime. If home is active in MRIS it is still fully available. Thanks for showing!!Contract fell through, buyer got cold feet, backed out on docs. Our loss is your purchaser's gain...seller is motivated.",,ARLINGTON,4501.0,Contemporary,20-026-057,269900,0,1,1089,2688.2,1,Hi-Rise 9+ Floors,1965,2767.0,22203
37,2220 FAIRFAX DR #302,"Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Elevator, Tub - Soaking","Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked",2015.0,No,1,1,0,1,ARLINGTON,2017-04-14,378000.0,2017-02-14,ARLINGTON,3701.0,Annually,242,242,0,False,Forced Air,False,Natural Gas,348300.0,Annually,Floor Plan-Traditional,28200.0,Annually,1,2016-06-17,385000.0,385000.0,Excl. Right,-77.08515478,AR9690296,405000.0,Condo,"Garage, Assigned",Residential,"Amazing Location!!  Just blocks from the movies, shops, restaurants, and METRO.  Easy Access to DC and Pentagon.  Bright 3rd Floor 1 bedroom, BRAND NEW HARDWOOD FLOORS throughout, walk-in closet with organizer system, granite counters in kitchen and bath, oversized tub, washer/dryer in unit, Assigned parking space.  Amenities include fitness center, party room, steps away from Rocky Run Park.",All Days,FAIRFAX,2220.0,Traditional,18-084-039,376500,0,1,704,3749.94,1,Hi-Rise 9+ Floors,2007,6628.0,22201
38,2200 WESTMORELAND ST #215,"Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Elevator, Master Bedroom - Full Bathroom, Recycling Area - On Site, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Exhaust Fan, Microwave, Refrigerator, Oven / Range - Gas, Washer / Dryer - Stacked, Water Heater",2015.0,No,1,1,0,1,ARLINGTON,2017-01-03,380000.0,2016-11-22,ARLINGTON,,,155,218,0,False,Forced Air,False,Natural Gas,332200.0,Annually,Floor Plan-Open,38500.0,Annually,1,2016-06-20,380000.0,380000.0,Excl. Right,-77.16275,AR9692560,398000.0,Condo,"Covered Parking, Garage, Assigned, Prk Space Cnvys, Garage Door Opener",Residential,"Motivated Seller, Reduced Price! Immaculate, rare 1BR/1BA + den unit w/ private patio (above street level) at the award winning, amenity rich, WestLee.Den accommodates a full sized bed. New paint throughout. Pecan floors.Gourmet kitchen with granite counters & SS appliances.Custom closet system. Washer & dryer in unit.Turn key condition.1 parking space included. Also listed for rent -$2,100/month",All Days,WESTMORELAND,2200.0,Contemporary,11-011-049,370700,0,0,855,3692.17,1,Mid-Rise 5-8 Floors,2006,1046.0,22213
39,1600 OAK ST #225,"Bedroom - Entry Level, Closet(s) - Walk-in, Wall to Wall Carpeting","Disposal, Dishwasher, Icemaker, Microwave, Oven / Range - Electric, Washer / Dryer - Stacked, Refrigerator",2015.0,No,2,2,0,2,ARLINGTON,2017-06-15,500000.0,2017-05-04,ARLINGTON,5406.5,Annually,303,303,0,False,Heat Pump(s),True,Natural Gas,506600.0,Annually,Floor Plan-Open,43400.0,Annually,1,2016-06-21,500000.0,500000.0,Excl. Right,-77.07378,AR9693358,529000.0,Condo,Garage,Residential,"View the Potomac River and Memorial Bridge from the glass enclosed terrace. Sliding doors enter the balcony from the LR and the 2nd BR. Private Parking Space and Storage. Large Kitchen(you will love the refrig)  Enjoy the pool, tennis, convenience store, fitness center, 24/7 lobby attendant, located in the heart of Rosslyn, 3 blocks from the Rosslyn Metro Center. Pet friendly address.",All Days,OAK,1600.0,Contemporary,17-003-318,550000,0,0,1205,5478.0,2,Hi-Rise 9+ Floors,1987,2761.0,22209
40,2245 JOHN MARSHALL DR,"Attic - Access Only, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Chair Railing, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Gas Insert, Home Warranty, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Sump Pump, Vanities - Separate, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Exhaust Fan, Humidifier, Icemaker, Microwave, Oven - Double, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater, Water Heater - High-Efficiency",,Yes,6,5,1,5,ARLINGTON,2017-01-13,1531850.0,2016-12-14,ARLINGTON,,,175,393,1,False,"ENERGY STAR Heating System, Heat Pump(s), Central, Zoned",False,"Natural Gas, 60 or More Gallon Tank",,,Floor Plan-Open,,,3,2016-06-22,1599900.0,1599900.0,Excl. Agency,-77.148077727,AR9694397,1599900.0,Fee Simple,"Paved Driveway, Attached, Garage Door Opener",Residential,"Suburban Builders new home with 5 bedrooms all with individual baths.   Upper level laundry room.  Gourmet kitchen with large pantry.  Hardwood floors on two levels. Lower level media room, rec room and full bathroom with bedroom.  Main floor library with built in shelves and fabulous mud room.  ASK ABOUT 2016 CLOSING INCENTIVES!  $5,000 BUYER AGENT BONUS FOR 2016 RATIFIED CONTRACT AND CLOSE",All Days,JOHN MARSHALL,2245.0,Craftsman,11-001-218,0,0,0,6236,,1,Detached,2016,,22205
41,6050 23RD ST,"Attic - Access Only, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Built-in Bookcases, Chair Railing, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Gas Insert, Home Warranty, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Sump Pump, Vanities - Separate, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Exhaust Fan, Humidifier, Icemaker, Microwave, Oven - Double, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater - High-Efficiency",2015.0,Yes,6,5,1,5,ARLINGTON,2017-07-14,1507500.0,2017-06-27,ARLINGTON,5105.7,Annually,349,513,1,False,"Central, ENERGY STAR Heating System, Programmable Thermostat, Zoned",False,60 or More Gallon Tank,0.0,Annually,Floor Plan-Open,519400.0,Annually,3,2016-06-22,1549000.0,1549000.0,Excl. Agency,-77.147954681,AR9694514,1599900.0,Fee Simple,"Paved Driveway, Attached, Garage Door Opener",Residential,"Another Stunning Suburban Builders home.  This home  has an inviting, open floor plan w/main floor study and large mud room with built ins.  Gourmet eat in kitchen opens to breakfast area and is next to large family room.  Energy efficient windows, systems and appliances.  Wonderful master suite with spacious master bath.  Large bedroom and bathroom on lower level.",All Days,23RD,6050.0,Craftsman,11-001-217,519400,0,1,5892,5173.22,1,Detached,2016,,22205
